Frequency,M,Station,On,Off,Language,Site,TX Country,Days,Target,Power,Azimuth,Origin,Source
15500000,AM,Radio Exterior de Espana,1800,0200,Spanish,Noblejas,Spain,23456,,200,290,Spain,HFCC
15500000,AM,Radio Exterior de Espana,1800,2200,Spanish,Noblejas,Spain,23456,,200,110,Spain,HFCC
15505000,AM,Radio Ndarason International,0600,0700,Kanuri,Woofferton,United Kingdom,1234567,,250,152,AID/ENC a26,Aoki
15505000,AM,KSDA-Adventist World R.Guam,1200,1230,Rakhine,Agat,Guam,1234567,,100,285,AWR a26,Aoki
15505000,AM,KSDA-Adventist World R.Guam,1230,1300,Kayukina,Agat,Guam,1234567,,100,285,AWR a26,Aoki
15505000,AM,KSDA-Adventist World R.Guam,1330,1400,Lisu,Agat,Guam,1234567,,100,285,AWR a26,Aoki
15505000,AM,KSDA-Adventist World R.Guam,1400,1430,csh/Asho Chin,Agat,Guam,1234567,,100,285,AWR a26,Aoki
15505000,AM,KSDA-Adventist World R.Guam,1430,1500,Burmese,Agat,Guam,1234567,,100,285,AWR a26,Aoki
15505000,,TDF DIGITAL,0900,0930,F,,France,irr,Africa,,,France,EiBi
15505000,,Radio Ndarason Int.,0600,0700,KNU,,United Kingdom relay,,West Africa,,,Tchad,EiBi
15505000,,Adventist World Radio,1200,1230,RAK,,Guam relay,,South East Asia,,,USA,EiBi
15505000,,Adventist World Radio,1230,1300,KA,,Guam relay,,South East Asia,,,USA,EiBi
15505000,,Adventist World Radio,1330,1400,LIS,,Guam relay,,South East Asia,,,USA,EiBi
15505000,,Adventist World Radio,1400,1430,C-A,,Guam relay,,South East Asia,,,USA,EiBi
15505000,,Adventist World Radio,1430,1500,BR,,Guam relay,,South East Asia,,,USA,EiBi
15505000,AM,Encompass Digital Media Services,0600,0700,Kanuri,Woofferton,United Kingdom,1234567,,250,152,United Kingdom,HFCC
15505000,AM,"Adventist Broadcasting Service, Inc.",1200,1230,Rakhine,"Agat, Guam",United States,1234567,,100,285,United States,HFCC
15505000,AM,"Adventist Broadcasting Service, Inc.",1230,1300,KamayurÃ¡,"Agat, Guam",United States,1234567,,100,285,United States,HFCC
15505000,AM,"Adventist Broadcasting Service, Inc.",1330,1400,Lisu,"Agat, Guam",United States,1234567,,100,285,United States,HFCC
15505000,AM,"Adventist Broadcasting Service, Inc.",1400,1430,Asho Chin,"Agat, Guam",United States,1234567,,100,285,United States,HFCC
15505000,AM,"Adventist Broadcasting Service, Inc.",1430,1500,Burmese,"Agat, Guam",United States,1234567,,100,285,United States,HFCC
15510000,AM,Voice of Martyrs,1300,1330,Korean,Tashkent,Uzbekistan,1234567,,100,76,_VOMK a26 ENC,Aoki
15510000,,FEBA Radio Sama,1730,1800,TGR,,United Kingdom relay,,East Africa,,,United Kingdom,EiBi
15510000,,FEBA Radio Sama,1800,1830,FUR,,United Kingdom relay,,East Africa,,,United Kingdom,EiBi
15510000,,FEBA Radio Sama,1830,1900,A,,United Kingdom relay,,East Africa,,,United Kingdom,EiBi
15510000,,Radio Romania Int.,0500,0530,F,,Romania,,Africa,,,Romania,EiBi
15510000,AM,Radio Romania International,0500,0530,French,Tiganesti,Romania,1234567,,300,187,Romania,HFCC
15515000,AM,FEBC  i-Radio Liangyou,1000,1600,Chinese,Bocaue,Philippines,1234567,,100,345,FEBC a26,Aoki
15515000,,FEBC Manila,1000,1600,M,,Philippines,,Far East,,,Philippines,EiBi
15515000,AM,Ministry of Information - State of Kuwait,0500,0900,Arabic,KABD,Kuwait,1234567,,250,0,Kuwait,HFCC
15515000,AM,For new organization,0900,1400,English,Sofia,Bulgaria,1234567,,50,306,Bulgaria,HFCC
15515000,AM,Far East Broadcasting Company,1000,1600,Mandarin Chinese,Bocaue,Philippines,1234567,,100,345,Philippines,HFCC
15515000,AM,For new organization,1500,2200,English,Sofia,Bulgaria,1234567,,50,306,Bulgaria,HFCC
15520000,AM,R.EXTERIOR DE ESPANA,1400,2300,Spanish,Noblejas,Spain,17,,200,110,REE a26,Aoki
15520000,AM,R.EXTERIOR DE ESPANA,1500,2300,Spanish,Noblejas,Spain,23456,,200,110,REE a26,Aoki
15520000,AM,R.EXTERIOR DE ESPANA,2000,2030,Arabic,Noblejas,Spain,6,,200,110,REE a26,Aoki
15520000,AM,R.EXTERIOR DE ESPANA,2000,2030,Sephardic,Noblejas,Spain,2,,200,110,REE a26,Aoki
15520000,AM,R.EXTERIOR DE ESPANA,2030,2100,Chinese,Noblejas,Spain,2,,200,110,REE a26,Aoki
15520000,AM,R.EXTERIOR DE ESPANA,2200,2230,Russian,Noblejas,Spain,7,,200,110,REE a26,Aoki
15520000,AM,R.EXTERIOR DE ESPANA,2200,2230,Portuguese,Noblejas,Spain,5,,200,110,REE a26,Aoki
15520000,AM,R.EXTERIOR DE ESPANA,2200,2230,English,Noblejas,Spain,4,,200,110,REE a26,Aoki
15520000,AM,R.EXTERIOR DE ESPANA,2230,2300,French,Noblejas,Spain,3,,200,110,REE a26,Aoki
15520000,,Radio Exterior España,1400,2200,S,,Spain,SaSu,Middle East,,,Spain,EiBi
15520000,,Radio Exterior España,1500,1800,S,,Spain,Mo-Fr,Middle East,,,Spain,EiBi
15520000,,Radio Exterior España,1800,2000,S,,Spain,Mo-Fr,Middle East,,,Spain,EiBi
15520000,,Radio Exterior España,2000,2030,S,,Spain,Tu-Th,Middle East,,,Spain,EiBi
15520000,,Radio Exterior España,2000,2030,SEF,,Spain,Mo,Middle East,,,Spain,EiBi
15520000,,Radio Exterior España,2000,2100,A,,Spain,Fr,Middle East,,,Spain,EiBi
15520000,,Radio Exterior España,2030,2100,M,,Spain,Mo,Middle East,,,Spain,EiBi
15520000,,Radio Exterior España,2030,2100,S,,Spain,Tu-Th,Middle East,,,Spain,EiBi
15520000,,Radio Exterior España,2100,2200,S,,Spain,Mo-Fr,Middle East,,,Spain,EiBi
15520000,,Radio Exterior España,2200,2230,R,,Spain,Sa,Middle East,,,Spain,EiBi
15520000,,Radio Exterior España,2200,2230,S,,Spain,157,Middle East,,,Spain,EiBi
15520000,,Radio Exterior España,2200,2300,E,,Spain,We,Middle East,,,Spain,EiBi
15520000,,Radio Exterior España,2200,2300,F,,Spain,Tu,Middle East,,,Spain,EiBi
15520000,,Radio Exterior España,2200,2300,P,,Spain,Th,Middle East,,,Spain,EiBi
15520000,,Radio Exterior España,2230,2300,S,,Spain,Fr-Mo,Middle East,,,Spain,EiBi
15520000,,Radio Romania Int.,0800,0900,RO,,Romania,Su,Middle East,,,Romania,EiBi
15520000,AM,Radio Romania International,0800,0900,Romanian,Tiganesti,Romania,1,,300,142,Romania,HFCC
15520000,AM,Radio Exterior de Espana,1500,2300,Spanish,Noblejas,Spain,23456,,200,110,Spain,HFCC
15525000,AM,CHINA RADIO INTERNATIONAL,0900,1057,Chinese,Urumqi Hutubi 201,TKS,1234567,,500,212,CRI a26,Aoki
15525000,,China Radio Int.,0900,1100,M,,China,,Pakistan,,,China,EiBi
15525000,AM,Radio Russia,0000,0400,Russian / Turkana,Armavir,Russia,1234567,,100,104,Russia,HFCC
15525000,AM,China Radio International,0900,1100,Standard Chinese,Urumqi,China,1234567,,500,212,China,HFCC
15530000,AM,KSDA-Adventist World R.Guam,1130,1200,Shn/Shan,Agat,Guam,1234567,,100,285,AWR a26,Aoki
15530000,AM,KSDA-Adventist World R.Guam,1200,1230,Amoy,Agat,Guam,12345,,100,300,AWR a26,Aoki
15530000,AM,KSDA-Adventist World R.Guam,1200,1230,Chinese,Agat,Guam,67,,100,300,AWR a26,Aoki
15530000,AM,KSDA-Adventist World R.Guam,1230,1300,Cantonese,Agat,Guam,123457,,100,300,AWR a26,Aoki
15530000,AM,KSDA-Adventist World R.Guam,1230,1300,Chinese,Agat,Guam,6,,100,300,AWR a26,Aoki
15530000,AM,KSDA-Adventist World R.Guam,1300,1330,Kachin,Agat,Guam,1234567,,100,285,AWR a26,Aoki
15530000,AM,KSDA-Adventist World R.Guam,1400,1430,kxf/Manumanaw Karen,Agat,Guam,1234567,,100,285,AWR a26,Aoki
15530000,AM,KSDA-Adventist World R.Guam,1430,1500,kxf/Manumanaw Karen,Agat,Guam,1234567,,100,285,AWR a26,Aoki
15530000,AM,KSDA-Adventist World R.Guam,1500,1530,Tamil,Agat,Guam,1234567,,100,285,AWR a26,Aoki
15530000,AM,R.ROMANIA INT.,1300,1357,Russian,Tiganesti,Romania,1234567,,300,52,RRO a26,Aoki
15530000,,Radio Romania Int.,1300,1400,R,,Romania,,Siberia,,,Romania,EiBi
15530000,,Adventist World Radio,1130,1200,SHA,,Guam relay,,South East Asia,,,USA,EiBi
15530000,,Adventist World Radio,1200,1230,AM,,Guam relay,Su-Th,Far East,,,USA,EiBi
15530000,,Adventist World Radio,1200,1230,M,,Guam relay,Fr-Sa,Far East,,,USA,EiBi
15530000,,Adventist World Radio,1230,1300,CA,,Guam relay,Sa-Th,Far East,,,USA,EiBi
15530000,,Adventist World Radio,1230,1300,M,,Guam relay,Fr,Far East,,,USA,EiBi
15530000,,Adventist World Radio,1300,1330,KC,,Guam relay,,South East Asia,,,USA,EiBi
15530000,,Adventist World Radio,1400,1430,KA,,Guam relay,,South East Asia,,,USA,EiBi
15530000,,Adventist World Radio,1430,1500,KA,,Guam relay,,South East Asia,,,USA,EiBi
15530000,,Adventist World Radio,1500,1530,TAM,,Guam relay,,South Asia,,,USA,EiBi
15530000,AM,Ministry of Information - State of Kuwait,0500,0800,English,KABD,Kuwait,1234567,,250,0,Kuwait,HFCC
15530000,AM,"Adventist Broadcasting Service, Inc.",1130,1200,Shan,"Agat, Guam",United States,1234567,,100,285,United States,HFCC
15530000,AM,"Adventist Broadcasting Service, Inc.",1200,1230,Mandarin Chinese,"Agat, Guam",United States,67,,100,300,United States,HFCC
15530000,AM,"Adventist Broadcasting Service, Inc.",1200,1230,Min Nan Chinese,"Agat, Guam",United States,12345,,100,300,United States,HFCC
15530000,AM,"Adventist Broadcasting Service, Inc.",1230,1300,Mandarin Chinese,"Agat, Guam",United States,6,,100,300,United States,HFCC
15530000,AM,"Adventist Broadcasting Service, Inc.",1230,1300,Cantonese,"Agat, Guam",United States,123457,,100,300,United States,HFCC
15530000,AM,"Adventist Broadcasting Service, Inc.",1300,1330,Kachin,"Agat, Guam",United States,1234567,,100,285,United States,HFCC
15530000,AM,Radio Romania International,1300,1400,Russian,Tiganesti,Romania,1234567,,300,52,Romania,HFCC
15530000,AM,"Adventist Broadcasting Service, Inc.",1400,1430,Manumanaw Karen,"Agat, Guam",United States,1234567,,100,285,United States,HFCC
15530000,AM,"Adventist Broadcasting Service, Inc.",1430,1500,Manumanaw Karen,"Agat, Guam",United States,1234567,,100,285,United States,HFCC
15530000,AM,"Adventist Broadcasting Service, Inc.",1500,1530,Tamil,"Agat, Guam",United States,1234567,,100,285,United States,HFCC
15540000,AM,CNR 2-China Business Radio,0100,0600,Chinese,Lingshi 725,China,1234567,,100,286,CNR2 a26,Aoki
15540000,AM,CNR 2-China Business Radio,0600,0855,Chinese,Lingshi 725,China,12.4567,,100,286,CNR2 a26 Tu.!,Aoki
15540000,AM,CNR 2-China Business Radio,0855,1100,Chinese,Lingshi 725,China,1234567,,100,286,CNR2 a26=11740,Aoki
15540000,AM,FEBC Radio Liangyou,1430,1500,Uighur,Bocaue,Philippines,1234567,,100,323,FEBC a26,Aoki
15540000,AM,Voice of Martyrs,1200,1230,Korean,Tashkent,Uzbekistan,1234567,,100,76,_VOMK a26 ENC,Aoki
15540000,AM,Voice of Martyrs,1330,1400,Korean,Tashkent,Uzbekistan,1234567,,100,76,_VOMK a26 ENC,Aoki
15540000,,CNR 2 China Business R.,0100,0600,M,,China,,China,,,China,EiBi
15540000,,CNR 2 China Business R.,0600,0900,M,,China,We-Mo,China,,,China,EiBi
15540000,,CNR 2 China Business R.,0900,1100,M,,China,,China,,,China,EiBi
15540000,,Radio Mellat Iran,1800,1900,FS,,France relay,Fr,Middle East,,,Clandestine stations,EiBi
15540000,,FEBC Manila,1430,1500,UI,,Philippines,,Far East,,,Philippines,EiBi
15540000,AM,China National Radio,0100,1100,Chinese,Lingshi,China,1234567,,100,286,China,HFCC
15540000,AM,HCJB Australia,1255,1300,Dzongkha,Kununurra WA,Australia,1234567,,75,310,Australia,HFCC
15540000,AM,HCJB Australia,1300,1330,Dzongkha,Kununurra WA,Australia,1234567,,75,310,Australia,HFCC
15540000,AM,Far East Broadcasting Company,1430,1500,Uighur,Bocaue,Philippines,1234567,,100,323,Philippines,HFCC
15540000,AM,Ministry of Information - State of Kuwait,1600,1800,Urdu,KABD,Kuwait,1234567,,250,0,Kuwait,HFCC
15540000,AM,Ministry of Information - State of Kuwait,1800,2100,English,KABD,Kuwait,1234567,,250,0,Kuwait,HFCC
15550000,AM,CNR 7 Radio The Great Bay,0000,0600,Cantonese,Huhhot 694,China,1234567,,100,175,CNR7/GBA a26,Aoki
15550000,AM,CNR 7 Radio The Great Bay,0600,0900,Cantonese,Huhhot 694,China,12.4567,,100,175,CNR7/GBA a26,Aoki
15550000,AM,CNR 7 Radio The Great Bay,0900,1100,Cantonese,Huhhot 694,China,12.4567,,100,175,CNR7/GBA a26=7345,Aoki
15550000,AM,JRC Radio Dabanga,1700,1800,Darfur Arabic,Santa Maria di Galeria,Vatican State,1234567,,250,144,JRC/MGB a26,Aoki
15550000,AM,KSDA-Adventist World R.Guam,1330,1400,Assamese,Agat,Guam,14,,100,285,AWR a26,Aoki
15550000,,CNR 7 Greater Bay Area,0000,0100,CA,,China,,China,,,China,EiBi
15550000,,CNR 7 Greater Bay Area,0100,1100,CA,,China,,China,,,China,EiBi
15550000,,Radio Dabanga,1700,1800,SUD,,Vatican State relay,,Sudan,,,The Netherlands,EiBi
15550000,,IRIB Voice of I.R.Iran,1020,1150,HA,,Iran,,West Africa,,,Iran,EiBi
15550000,,Adventist World Radio,1330,1400,ASS,,Guam relay,"We,Su",South Asia,,,USA,EiBi
15550000,AM,China National Radio,0000,1100,Chinese,Huhhot,China,1234567,,100,175,China,HFCC
15550000,AM,Islamic Republic of Iran Broadcasting,1020,1150,Hausa,Sirjan,Iran (Islamic Rep. of),1234567,,500,257,Iran (Islamic Rep. of),HFCC
15550000,AM,"Adventist Broadcasting Service, Inc.",1330,1400,Assamese,"Agat, Guam",United States,14,,100,285,United States,HFCC
15550000,AM,Joode Radiocommunications Consultancy (The Netherl,1700,1800,Sudanese Arabic,S. Maria di Galeria,Vatican,1234567,,250,144,Vatican,HFCC
15555000,AM,CHINA RADIO INTERNATIONAL,1200,1257,English,Xianyang 594,China,1234567,,500,292,CRI a26,Aoki
15555000,AM,WJHR Radio International,1400,2200,English,Milton FL,USA,1234567,,50,5,WJHR a24 J3E(USB),Aoki
15555000,,China Radio Int.,1200,1300,E,,China,,Central Asia,,,China,EiBi
15555000,,"WJHR Milton, FL (USB)",1358,2200,E,,USA,,North Americas,,,USA,EiBi
15555000,AM,China Radio International,1200,1300,English,Xian,China,1234567,,500,292,China,HFCC
15555000,AM,Hill Radio International,1400,2200,English,"Milton, FL",United States,1234567,,50,5,United States,HFCC
15560000,AM,CHINA RADIO INTERNATIONAL,0800,1000,Chinese,Xianyang 594,China,1234567,,500,292,CRI a26,Aoki
15560000,AM,FEBC RADIO,0100,0130,Javanese,Bocaue,Philippines,1234567,,100,200,FEBC a26,Aoki
15560000,,China Radio Int.,0800,0900,M,,China,,Central Asia,,,China,EiBi
15560000,,China Radio Int.,0900,1000,M,,China,,Central Asia,,,China,EiBi
15560000,,IRIB Voice of I.R.Iran,1020,1150,HA,,Iran,,West Africa,,,Iran,EiBi
15560000,,FEBC Manila,0100,0130,JV,,Philippines,,Indonesia,,,Philippines,EiBi
15560000,AM,Far East Broadcasting Company,0100,0130,Javanese,Bocaue,Philippines,1234567,,100,200,Philippines,HFCC
15560000,AM,China Radio International,0800,0900,Standard Chinese,Xian,China,1234567,,500,292,China,HFCC
15560000,AM,China Radio International,0900,1000,Standard Chinese,Xian,China,1234567,,500,292,China,HFCC
15560000,AM,Islamic Republic of Iran Broadcasting,1020,1150,Hausa,Sirjan,Iran (Islamic Rep. of),1234567,,500,257,Iran (Islamic Rep. of),HFCC
15565000,AM,VATICAN RADIO,1530,1600,Amharic,Santa Maria di Galeria,Vatican State,1234567,,250,140,VAT a26,Aoki
15565000,AM,VATICAN RADIO,1600,1615,Swahili,Santa Maria di Galeria,Vatican State,7,,250,140,VAT a26,Aoki
15565000,AM,VATICAN RADIO,1600,1630,Swahili,Santa Maria di Galeria,Vatican State,123456.,,250,150,VAT a26,Aoki
15565000,AM,VATICAN RADIO,1615,1630,Somali,Santa Maria di Galeria,Vatican State,7,,250,140,VAT a26,Aoki
15565000,AM,VATICAN RADIO,1630,1700,English,Santa Maria di Galeria,Vatican State,1234567,,250,165,VAT a26,Aoki
15565000,AM,VATICAN RADIO,1700,1728,French,Santa Maria di Galeria,Vatican State,1234567,,250,175,VAT a26,Aoki
15565000,AM,VATICAN RADIO,1730,1800,Tigrigna,Santa Maria di Galeria,Vatican State,123456.,,250,150,VAT a26,Aoki
15565000,AM,VATICAN RADIO,1800,1830,Portuguese,Santa Maria di Galeria,Vatican State,1234567,,250,175,VAT a26,Aoki
15565000,,Radio Vaticana,0700,0930,P,,Vatican State,irr,South Africa,,,Vatican State,EiBi
15565000,,Radio Vaticana,0805,0940,P,,Vatican State,5Apr,South Africa,,,Vatican State,EiBi
15565000,,Radio Vaticana,0950,1030,P,,Vatican State,5Apr,South Africa,,,Vatican State,EiBi
15565000,,Radio Vaticana,1850,2145,P,,Vatican State,4Apr,South Africa,,,Vatican State,EiBi
15565000,,Radio Vaticana,1905,2045,P,,Vatican State,3Apr,South Africa,,,Vatican State,EiBi
15565000,,Radio Vaticana,1530,1600,AH,,Vatican State,,East Africa,,,Vatican State,EiBi
15565000,,Radio Vaticana,1600,1615,SWA,,Vatican State,Sa,East Africa,,,Vatican State,EiBi
15565000,,Radio Vaticana,1600,1630,SWA,,Vatican State,Su-Mo,East Africa,,,Vatican State,EiBi
15565000,,Radio Vaticana,1615,1630,SO,,Vatican State,Sa,East Africa,,,Vatican State,EiBi
15565000,,Radio Vaticana,1630,1700,E,,Vatican State,,South Africa,,,Vatican State,EiBi
15565000,,Radio Vaticana,1700,1730,F,,Vatican State,,Central Africa,,,Vatican State,EiBi
15565000,,Radio Vaticana,1730,1800,TIG,,Vatican State,,East Africa,,,Vatican State,EiBi
15565000,,Radio Vaticana,1800,1830,P,,Vatican State,,South Africa,,,Vatican State,EiBi
15565000,AM,Vatican Radio,0700,0930,Portuguese,S. Maria di Galeria,Vatican,1234567,,250,162,Vatican,HFCC
15565000,AM,Vatican Radio,1530,1600,Amharic,S. Maria di Galeria,Vatican,1234567,,250,140,Vatican,HFCC
15565000,AM,Vatican Radio,1600,1615,Swahili (macrolanguage),S. Maria di Galeria,Vatican,7,,250,138,Vatican,HFCC
15565000,AM,Vatican Radio,1600,1630,Swahili (macrolanguage),S. Maria di Galeria,Vatican,123456,,250,147,Vatican,HFCC
15565000,AM,Vatican Radio,1615,1630,Somali,S. Maria di Galeria,Vatican,7,,250,138,Vatican,HFCC
15565000,AM,Vatican Radio,1630,1700,English,S. Maria di Galeria,Vatican,1234567,,250,147,Vatican,HFCC
15565000,AM,Vatican Radio,1700,1730,French,S. Maria di Galeria,Vatican,1234567,,250,175,Vatican,HFCC
15565000,AM,Vatican Radio,1730,1800,Tigrinya,S. Maria di Galeria,Vatican,1234567,,250,140,Vatican,HFCC
15565000,AM,Vatican Radio,1800,1830,Portuguese,S. Maria di Galeria,Vatican,1234567,,250,162,Vatican,HFCC
15570000,AM,CNR 11,0000,0200,Tibetan,Baoji-Sifangshan 724,China,1234567,,100,255,CNR11 a26,Aoki
15570000,AM,CNR 11,0200,0300,Tibetan(Amdo dialect,Baoji-Sifangshan 724,China,1234567,,100,255,CNR11 a26,Aoki
15570000,AM,CNR 11,0300,0400,Tibetan(Khams),Baoji-Sifangshan 724,China,1234567,,100,255,CNR11 a26,Aoki
15570000,AM,CNR 11,0400,0600,Tibetan,Baoji-Sifangshan 724,China,1234567,,100,255,CNR11 a26,Aoki
15570000,AM,CNR 11,0600,0700,Tibetan,Baoji-Sifangshan 724,China,123.567,,100,255,CNR11 a26,Aoki
15570000,AM,CNR 11,0700,0800,Chinese,Baoji-Sifangshan 724,China,123.567,,100,255,CNR11 a26,Aoki
15570000,AM,CNR 11,0800,0900,Tibetan,Baoji-Sifangshan 724,China,123.567,,100,255,CNR11 a26,Aoki
15570000,AM,CNR 11,0900,1300,Tibetan,Baoji-Sifangshan 724,China,1234567,,100,255,CNR11=6010 a26,Aoki
15570000,,China National Radio 11,0000,0600,TB,,China,,China,,,China,EiBi
15570000,,China National Radio 11,0600,0700,TB,,China,Th-Tu,China,,,China,EiBi
15570000,,China National Radio 11,0700,0800,M,,China,Th-Tu,China,,,China,EiBi
15570000,,China National Radio 11,0800,0900,TB,,China,Th-Tu,China,,,China,EiBi
15570000,,China National Radio 11,0900,1000,TB,,China,,China,,,China,EiBi
15570000,,China National Radio 11,0900,1300,TB,,China,,China,,,China,EiBi
15570000,AM,China National Radio,0000,1300,Tibetan,Baoji,China,1234567,,100,255,China,HFCC
15575000,AM,KBS WORLD RADIO,0200,0300,Spanish,Kimjae,South Korea,1234567,,250,81,KBS a26,Aoki
15575000,AM,KBS WORLD RADIO,1300,1400,English,Kimjae,South Korea,1234567,,250,81,KBS a26,Aoki
15575000,AM,KBS WORLD RADIO,1400,1500,Korean,Kimjae,South Korea,1234567,,250,81,KBS a26,Aoki
15575000,,KBS World Radio,0200,0300,S,,South Korea,,North Americas,,,South Korea,EiBi
15575000,,KBS World Radio,1300,1400,E,,South Korea,,North Americas,,,South Korea,EiBi
15575000,,KBS World Radio,1400,1500,K,,South Korea,,North Americas,,,South Korea,EiBi
15575000,AM,Korean Broadcasting System,0000,0300,Spanish,Kimjae,Korea (Rep. of),1234567,,250,40,Korea (Rep. of),HFCC
15575000,AM,Korean Broadcasting System,1300,1400,English,Kimjae,Korea (Rep. of),1234567,,250,40,Korea (Rep. of),HFCC
15575000,AM,Korean Broadcasting System,1400,1500,Korean,Kimjae,Korea (Rep. of),1234567,,250,40,Korea (Rep. of),HFCC
15575000,AM,Broadcasting Serv. of the Kingdom of Saudi Arabia,1400,1600,Pushto,Riyadh,Saudi Arabia,1234567,,500,55,Saudi Arabia,HFCC
15575000,AM,Korean Broadcasting System,1600,2200,English,Kimjae,Korea (Rep. of),1234567,,250,290,Korea (Rep. of),HFCC
15575000,AM,Korean Broadcasting System,2200,2400,English,Kimjae,Korea (Rep. of),1234567,,100,40,Korea (Rep. of),HFCC
15575000,AM,Korean Broadcasting System,2300,2400,English,Kimjae,Korea (Rep. of),1234567,,100,0,Korea (Rep. of),HFCC
15580000,AM,FEBC RADIO,0900,0930,Makassarese,Bocaue,Philippines,1234567,,100,185,FEBC a26,Aoki
15580000,AM,FEBC RADIO,0930,1000,Buginese,Bocaue,Philippines,1234567,,100,185,FEBC a26,Aoki
15580000,AM,FEBC RADIO,1000,1030,Sunda,Bocaue,Philippines,1234567,,100,215,FEBC a26,Aoki
15580000,AM,FEBC RADIO,1030,1100,Sasak,Bocaue,Philippines,1234567,,100,215,FEBC a26,Aoki
15580000,AM,SOH Xi Wang Zhi Sheng,2300,1700,Chinese/Cantonese,Miaoli,Taiwan,1234567,,1,ND,SOH a26,Aoki
15580000,,CNR1 Jammer/Firedrake,2300,1700,M,,China,,Far East,,,China,EiBi
15580000,,FEBC Manila,0900,0930,MKS,,Philippines,,Indonesia,,,Philippines,EiBi
15580000,,FEBC Manila,0930,1000,BUG,,Philippines,,Indonesia,,,Philippines,EiBi
15580000,,FEBC Manila,1000,1030,SUN,,Philippines,,Indonesia,,,Philippines,EiBi
15580000,,FEBC Manila,1030,1058,SAS,,Philippines,,Indonesia,,,Philippines,EiBi
15580000,,Sound of Hope,0000,0100,M,,Taiwan,,Far East,,,Taiwan,EiBi
15580000,,Sound of Hope,0100,0200,M,,Taiwan,,Far East,,,Taiwan,EiBi
15580000,,Sound of Hope,0200,1200,M,,Taiwan,,Far East,,,Taiwan,EiBi
15580000,,Sound of Hope,1200,1300,M,,Taiwan,,Far East,,,Taiwan,EiBi
15580000,,Sound of Hope,1300,1400,M,,Taiwan,,Far East,,,Taiwan,EiBi
15580000,,Sound of Hope,1400,1500,M,,Taiwan,,Far East,,,Taiwan,EiBi
15580000,,Sound of Hope,1500,1600,M,,Taiwan,,Far East,,,Taiwan,EiBi
15580000,,Sound of Hope,1600,1700,M,,Taiwan,,Far East,,,Taiwan,EiBi
15580000,,Sound of Hope,2300,2400,M,,Taiwan,,Far East,,,Taiwan,EiBi
15580000,AM,Far East Broadcasting Company,0900,1000,Multiple languages,Bocaue,Philippines,1234567,,100,185,Philippines,HFCC
15580000,AM,Far East Broadcasting Company,1000,1100,Multiple languages,Bocaue,Philippines,1234567,,100,215,Philippines,HFCC
15585000,,Voice of Martyrs,1200,1230,K,,Uzbekistan relay,,North Korea,,,Clandestine stations,EiBi
15585000,AM,Radio Russia,2200,0100,Russian,Petropavlo Kam.,Russia,1234567,,200,247,Russia,HFCC
15590000,AM,CHINA R.INT. (DRM) 3F2 xHE AAC,0057,0157,Chinese(Digital),Kunming-Anning 501,China,1234567,,150,135,DRM CRI a26,Aoki
15590000,AM,CHINA R.INT. (DRM) 3F2 xHE AAC,0258,0357,Chinese(Digital),Kunming-Anning 501,China,1234567,,150,135,DRM CRI a26,Aoki
15590000,AM,CHINA RADIO INTERNATIONAL,1200,1500,English,Urumqi Hutubi 201,TKS,1234567,,500,308,CRI a26,Aoki
15590000,,China Radio Int.,1200,1300,E,,China,,Europe,,,China,EiBi
15590000,,China Radio Int.,1300,1400,E,,China,,Europe,,,China,EiBi
15590000,,China Radio Int.,1400,1500,E,,China,,Europe,,,China,EiBi
15590000,,CRI DIGITAL,0300,0400,M,,China,,Oceania,,,China,EiBi
15590000,AM,China Radio International,0300,0400,Standard Chinese,Kunming,China,1234567,,150,135,China,HFCC
15590000,AM,Nippon Hoso Kyokai,1000,1200,Japanese,Tokyo Yamata,Japan,1234567,,300,270,Japan,HFCC
15590000,AM,China Radio International,1200,1300,English,Urumqi,China,1234567,,500,308,China,HFCC
15590000,AM,China Radio International,1300,1400,English,Urumqi,China,1234567,,500,308,China,HFCC
15590000,AM,China Radio International,1400,1500,English,Urumqi,China,1234567,,500,308,China,HFCC
15590000,AM,"WRNO Worldwide, Inc.",1600,2200,English,"New Orleans, LA",United States,1234567,,50,20,United States,HFCC
15595000,AM,VATICAN RADIO,0500,0600,Italian (Mass),Santa Maria di Galeria,Vatican State,1234567,,100,107,VAT a26,Aoki
15595000,AM,VATICAN RADIO,0600,0610,Italian,Santa Maria di Galeria,Vatican State,.234567,,250,108,VAT a26,Aoki
15595000,AM,VATICAN RADIO,0610,0630,Arabic,Santa Maria di Galeria,Vatican State,.234567,,250,108,VAT a26,Aoki
15595000,AM,VATICAN RADIO,0630,0645,French,Santa Maria di Galeria,Vatican State,.234567,,250,110,VAT a26,Aoki
15595000,AM,VATICAN RADIO,0830,0950,Amharic(Liturgy),Santa Maria di Galeria,Vatican State,1,,250,113,VAT a26,Aoki
15595000,AM,VATICAN RADIO,0830,0950,Arabic(Liturgy),Santa Maria di Galeria,Vatican State,1,,250,110,VAT a26,Aoki
15595000,AM,VATICAN RADIO,0830,0950,Armenian(Liturgy),Santa Maria di Galeria,Vatican State,1,,250,90,VAT a26,Aoki
15595000,AM,VATICAN RADIO,0830,0950,Russian(Liturgy),Santa Maria di Galeria,Vatican State,1,,250,41,VAT a26,Aoki
